MONTH_END_DATE,DEPT,REG_TEMP,AGE_GROUP_AT_DEPARTURE,ETHNIC_GROUP,GENDER,YEARS_IN_METRO,REASON,LEAVE_TYPE,EMP_LEFT,DEPT_EMP_LEFT,REG_TEMP_DEPT_TOTAL_EMP,DEPT_TOTAL_EMP,METRO_EMP_LEFT,REG_TEMP_METRO_TOTAL_EMP,METRO_TOTAL_EMP,MONTH,YEAR
3/31/2018,Metro Police,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,13,65,65,97,303,309,March,2018
4/30/2018,Louisville Metro EMS,R,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,4,4,4,69,302,309,April,2018
5/31/2018,Economic Development ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,75,299,305,May,2018
5/31/2018,Metro Parks & Recreation,R,30 to 44 years,WHITE,F,5 to 9.9 years,Resignation                   ,Voluntary,1,17,26,28,75,299,305,May,2018
5/31/2018,Metro Parks & Recreation,T,20 to 29 years,UNKNOWN,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,17,2,28,75,6,305,May,2018
6/30/2018,Metro Animal Services         ,R,20 to 29 years,UNKNOWN,F,Under 1 year,Dismissed during Probation,Involuntary,1,2,1,1,84,298,305,June,2018
6/30/2018,Waterfront Development Corp,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,84,298,305,June,2018
6/30/2018,Zoo,T,20 to 29 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,5,4,22,84,7,305,June,2018
8/31/2018,Corrections                   ,R,45 to 59 years,UNKNOWN,M,Under 1 year,Resignation - DO NOT REHIRE,Voluntary,1,15,1,1,241,291,297,August,2018
8/31/2018,Metro Parks & Recreation,T,20 to 29 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,8,84,2,26,241,6,297,August,2018
8/31/2018,Metro Parks & Recreation,T,45 to 59 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,2,84,2,26,241,6,297,August,2018
8/31/2018,Office of Performance Improvmt,NULL,Under 20,UNKNOWN,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,2,4,NULL,NULL,NULL,NULL,NULL,August,2018
8/31/2018,PW&A ,R,60 to 74 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,8,30,30,241,291,297,August,2018
9/30/2018,Metro Parks & Recreation,T,60 to 74 years,UNKNOWN,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,19,2,26,97,6,291,September,2018
10/31/2018,Metro Police,R,30 to 44 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,18,62,62,184,282,286,October,2018
10/31/2018,Waterfront Development Corp,NULL,30 to 44 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,4,NULL,NULL,NULL,NULL,NULL,October,2018
10/31/2018,Zoo,R,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,56,17,20,184,282,286,October,2018
11/30/2018,Library,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,23,131,4,279,November,2018
11/30/2018,Metro Parks & Recreation,NULL,20 to 29 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,11,NULL,NULL,NULL,NULL,NULL,November,2018
11/30/2018,Metro Parks & Recreation,NULL,45 to 59 years,WHITE,M,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,1,11,NULL,NULL,NULL,NULL,NULL,November,2018
12/31/2018,Emergency Mgt Agency/MetroSafe,R,45 to 59 years,BLACK,F,15 to 19.9 years,Normal Retirement             ,Retired,1,5,6,6,99,271,273,December,2018
12/31/2018,Human Relations Commission    ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,99,271,273,December,2018
12/31/2018,Metro Parks & Recreation,R,20 to 29 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,13,23,23,99,271,273,December,2018
12/31/2018,Metro Parks & Recreation,R,60 to 74 years,WHITE,F,15 to 19.9 years,Normal Retirement             ,Retired,1,13,23,23,99,271,273,December,2018
12/31/2018,Metro Police,R,45 to 59 years,BLACK,M,Over 20,Resignation                   ,Voluntary,1,11,58,58,99,271,273,December,2018
1/31/2019,Library,R,20 to 29 years,WHITE,F,5 to 9.9 years,Resignation                   ,Voluntary,1,4,22,22,82,270,272,January,2019
1/31/2019,Louisville Metro EMS,R,45 to 59 years,WHITE,M,10 to 14.9 years,Resignation                   ,Voluntary,1,6,4,4,82,270,272,January,2019
2/28/2019,Louisville Metro EMS,R,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,4,4,4,43,267,270,February,2019
3/31/2019,Community Services,NULL,45 to 59 years,UNKNOWN,F,Under 1 year,End Temporary Employment      ,Temp/Seasonal,2,19,NULL,NULL,NULL,NULL,NULL,March,2019
3/31/2019,Community Services,NULL,60 to 74 years,BLACK,F,1 to 4.9 years,End Temporary Employment      ,Temp/Seasonal,1,19,NULL,NULL,NULL,NULL,NULL,March,2019
3/31/2019,Community Services,R,45 to 59 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,19,2,2,99,263,267,March,2019
12/31/2013,Metro Parks & Recreation,T,45 to 59 years,WHITE,M,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,1,17,3,53,51,9,555,December,2013
12/31/2013,PW&A ,NULL,20 to 29 years,BLACK,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,5,NULL,NULL,NULL,NULL,NULL,December,2013
1/31/2014,Fire & Rescue,R,60 to 74 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,1,101,101,40,539,546,January,2014
1/31/2014,Fleet & Facilities,R,30 to 44 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,2,20,20,40,539,546,January,2014
1/31/2014,Human Resources,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5,5,40,539,546,January,2014
2/28/2014,Metro Parks & Recreation,T,30 to 44 years,BLACK,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,20,2,53,63,7,543,February,2014
3/31/2014,Metro Parks & Recreation,R,45 to 59 years,BLACK,F,Over 20,Normal Retirement             ,Retired,1,4,50,51,52,533,540,March,2014
3/31/2014,PW&A ,R,30 to 44 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,8,56,56,52,533,540,March,2014
4/30/2014,Community Services,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,7,7,65,530,539,April,2014
4/30/2014,Library,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,41,65,9,539,April,2014
4/30/2014,OMB ,R,45 to 59 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,4,18,18,65,530,539,April,2014
6/30/2014,Develop Louisville,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,11,11,92,526,537,June,2014
6/30/2014,Metro Police,R,20 to 29 years,WHITE,M,Under 1 year,Resignation                   ,Voluntary,2,12,109,109,92,526,537,June,2014
6/30/2014,Metro Police,R,Over 74,WHITE,M,10 to 14.9 years,Resignation                   ,Voluntary,1,12,109,109,92,526,537,June,2014
7/31/2014,Corrections                   ,NULL,60 to 74 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,13,NULL,NULL,NULL,NULL,NULL,July,2014
7/31/2014,Youth Detention Services      ,R,30 to 44 years,BLACK,F,1 to 4.9 years,Resignation                   ,Voluntary,1,4,3,3,161,519,530,July,2014
7/31/2014,Zoo,T,20 to 29 years,WHITE,F,Under 1 year,Dismissed - Elig for Rehire,Involuntary,1,22,3,31,161,11,530,July,2014
8/31/2014,County Attorney               ,R,45 to 59 years,WHITE,F,15 to 19.9 years,Resignation                   ,Voluntary,1,2,4,4,223,509,519,August,2014
8/31/2014,Library,R,45 to 59 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,2,37,39,223,509,519,August,2014
8/31/2014,Louisville Metro EMS,R,60 to 74 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,3,4,4,223,509,519,August,2014
8/31/2014,Metro Parks & Recreation,R,30 to 44 years,BLACK,M,Over 20,Resignation                   ,Voluntary,1,133,48,52,223,509,519,August,2014
8/31/2014,Metro Parks & Recreation,T,Under 20,WHITE,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,19,133,4,52,223,10,519,August,2014
8/31/2014,Public Health & Wellness,NULL,20 to 29 years,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,10,NULL,NULL,NULL,NULL,NULL,August,2014
8/31/2014,Zoo,T,Under 20,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,24,3,31,223,10,519,August,2014
9/30/2014,Metro Parks & Recreation,T,30 to 44 years,BLACK,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,21,4,48,72,10,504,September,2014
10/31/2014,Metro Parks & Recreation,T,45 to 59 years,WHITE,M,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,1,17,2,46,225,8,498,October,2014
10/31/2014,Metro Police,R,30 to 44 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,8,98,98,225,490,498,October,2014
10/31/2014,Metro Police,R,45 to 59 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,8,98,98,225,490,498,October,2014
11/30/2014,Metro Parks & Recreation,T,20 to 29 years,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,22,1,45,94,6,490,November,2014
12/31/2014,Corrections                   ,NULL,45 to 59 years,BLACK,F,1 to 4.9 years,Term Due to Lay Off           ,Involuntary,1,4,NULL,NULL,NULL,NULL,NULL,December,2014
12/31/2014,Public Health & Wellness,R,60 to 74 years,BLACK,F,Over 20,Normal Retirement             ,Retired,1,3,1,1,92,481,486,December,2014
2/28/2015,Metro Parks & Recreation,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,7,43,43,41,471,477,February,2015
3/31/2015,Community Services,NULL,30 to 44 years,BLACK,F,Under 1 year,Resignation                   ,Voluntary,1,3,NULL,NULL,NULL,NULL,NULL,March,2015
3/31/2015,OMB ,R,30 to 44 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,2,14,14,67,469,477,March,2015
4/30/2015,Louisville Metro EMS,R,20 to 29 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,5,4,4,76,465,475,April,2015
5/31/2015,Zoo,T,Under 20,UNKNOWN,F,Under 1 year,Dismissed - Elig for Rehire,Involuntary,1,14,4,29,71,11,474,May,2015
6/30/2015,PW&A ,R,30 to 44 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,4,48,48,93,458,469,June,2015
1/31/2016,Waterfront Development Corp,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,5,61,404,410,January,2016
4/30/2016,Corrections                   ,NULL,30 to 44 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,3,NULL,NULL,NULL,NULL,NULL,April,2016
4/30/2016,Zoo,T,45 to 59 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,8,2,26,92,8,409,April,2016
5/31/2016,Emergency Mgt Agency/MetroSafe,R,30 to 44 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,4,14,14,77,396,405,May,2016
5/31/2016,Library,R,20 to 29 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,2,28,30,77,396,405,May,2016
5/31/2016,Metro Police,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,6,79,79,77,396,405,May,2016
5/31/2016,Zoo,T,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,2,5,3,27,77,9,405,May,2016
6/30/2016,Human Relations Commission    ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,84,395,404,June,2016
6/30/2016,Human Resources,R,30 to 44 years,BLACK,F,10 to 14.9 years,Failure to Return from Leave  ,Voluntary,1,1,2,2,84,395,404,June,2016
6/30/2016,Library,R,20 to 29 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,5,28,30,84,395,404,June,2016
6/30/2016,Library,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,30,84,9,404,June,2016
6/30/2016,Metro Parks & Recreation,R,Over 74,WHITE,F,15 to 19.9 years,Resignation                   ,Voluntary,1,13,35,38,84,395,404,June,2016
6/30/2016,Metro Police,R,30 to 44 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,6,79,79,84,395,404,June,2016
7/31/2016,Corrections                   ,NULL,20 to 29 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,9,NULL,NULL,NULL,NULL,NULL,July,2016
7/31/2016,Economic Development ,NULL,20 to 29 years,UNKNOWN,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,2,NULL,NULL,NULL,NULL,NULL,July,2016
8/31/2016,Belle of Louisville           ,NULL,Under 20,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,2,4,NULL,NULL,NULL,NULL,NULL,August,2016
8/31/2016,Louisville Metro Council      ,R,Under 20,UNKNOWN,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,3,11,11,175,377,385,August,2016
8/31/2016,Zoo,T,60 to 74 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,19,3,26,175,8,385,August,2016
9/30/2016,Kentuckiana Works Foundation,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,136,381,391,September,2016
9/30/2016,Louisville Metro Council      ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,11,11,136,381,391,September,2016
9/30/2016,Metro Police,R,60 to 74 years,WHITE,F,10 to 14.9 years,Normal Retirement             ,Retired,1,26,82,82,136,381,391,September,2016
10/31/2016,Louisville Metro EMS,R,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation - DO NOT REHIRE,Voluntary,1,4,4,4,176,368,375,October,2016
10/31/2016,Metro Police,R,45 to 59 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,13,77,77,176,368,375,October,2016
10/31/2016,PW&A ,R,30 to 44 years,BLACK,M,1 to 4.9 years,Dismissed - Elig for Rehire,Involuntary,1,3,38,38,176,368,375,October,2016
10/31/2016,Zoo,T,20 to 29 years,WHITE,F,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,2,71,4,26,176,7,375,October,2016
10/31/2016,Zoo,T,60 to 74 years,WHITE,F,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,2,71,4,26,176,7,375,October,2016
11/30/2016,Metro Police,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,7,77,77,128,364,374,November,2016
11/30/2016,Zoo,T,20 to 29 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,2,48,5,27,128,10,374,November,2016
11/30/2016,Zoo,T,60 to 74 years,WHITE,M,15 to 19.9 years,End Seasonal Employment,Temp/Seasonal,1,48,5,27,128,10,374,November,2016
12/31/2016,Belle of Louisville           ,NULL,45 to 59 years,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,6,NULL,NULL,NULL,NULL,NULL,December,2016
12/31/2016,Louisville Metro Council      ,R,Over 74,WHITE,M,10 to 14.9 years,Administration Change         ,Involuntary,1,6,11,11,96,363,371,December,2016
12/31/2016,Louisville Metro EMS,R,45 to 59 years,WHITE,M,10 to 14.9 years,Normal Retirement             ,Retired,1,2,4,4,96,363,371,December,2016
12/31/2016,Youth Detention Services      ,R,30 to 44 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,7,2,2,96,363,371,December,2016
12/31/2016,Zoo,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,22,26,96,363,371,December,2016
1/31/2017,Metro Parks & Recreation,R,60 to 74 years,WHITE,M,5 to 9.9 years,Normal Retirement             ,Retired,1,7,31,32,61,355,363,January,2017
1/31/2017,Parking Authority of River Cty,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,3,61,355,363,January,2017
1/31/2017,Youth Detention Services      ,R,20 to 29 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,5,2,2,61,355,363,January,2017
2/28/2017,Fire & Rescue,R,45 to 59 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,4,53,53,70,354,360,February,2017
10/31/2013,Zoo,T,20 to 29 years,BLACK,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,62,4,34,114,14,568,October,2013
10/31/2013,Zoo,T,30 to 44 years,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,3,62,4,34,114,14,568,October,2013
10/31/2013,Zoo,T,60 to 74 years,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,62,4,34,114,14,568,October,2013
11/30/2013,Corrections                   ,NULL,45 to 59 years,BLACK,M,10 to 14.9 years,Normal Retirement             ,Retired,1,6,NULL,NULL,NULL,NULL,NULL,November,2013
11/30/2013,Metro Parks & Recreation,T,60 to 74 years,WHITE,M,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,4,23,4,54,150,13,562,November,2013
11/30/2013,Zoo,T,30 to 44 years,WHITE,F,10 to 14.9 years,End Seasonal Employment,Temp/Seasonal,1,65,4,34,150,13,562,November,2013
12/31/2013,Internal Auditor              ,NULL,45 to 59 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,1,NULL,NULL,NULL,NULL,NULL,December,2013
12/31/2013,Louisville Metro EMS,R,30 to 44 years,WHITE,F,Under 1 year,Resigned during Probation,Voluntary,1,4,4,4,51,546,555,December,2013
12/31/2013,Metro Parks & Recreation,T,Over 74,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,17,3,53,51,9,555,December,2013
12/31/2013,Public Health & Wellness,R,60 to 74 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,6,1,1,51,546,555,December,2013
1/31/2014,Human Relations Commission    ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,3,40,539,546,January,2014
1/31/2014,Public Health & Wellness,R,20 to 29 years,WHITE,F,Under 1 year,Resignation                   ,Voluntary,1,4,1,1,40,539,546,January,2014
2/28/2014,Louisville Metro EMS,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,3,4,4,63,536,543,February,2014
2/28/2014,Metro Parks & Recreation,R,30 to 44 years,WHITE,F,Under 1 year,Resignation                   ,Voluntary,1,20,51,53,63,536,543,February,2014
3/31/2014,Civic Innovation & Technology,R,45 to 59 years,WHITE,F,10 to 14.9 years,Resignation                   ,Voluntary,1,3,8,8,52,533,540,March,2014
3/31/2014,Community Services,NULL,20 to 29 years,WHITE,F,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,6,NULL,NULL,NULL,NULL,NULL,March,2014
3/31/2014,Kentuckiana Works Foundation,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,52,533,540,March,2014
3/31/2014,PW&A ,R,30 to 44 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,8,56,56,52,533,540,March,2014
3/31/2014,Youth Detention Services      ,R,30 to 44 years,BLACK,M,1 to 4.9 years,Failure to Return from Leave  ,Voluntary,1,2,3,3,52,533,540,March,2014
3/31/2014,Zoo,T,20 to 29 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,7,3,32,52,7,540,March,2014
4/30/2014,Community Services,NULL,20 to 29 years,WHITE,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,14,NULL,NULL,NULL,NULL,NULL,April,2014
4/30/2014,Develop Louisville,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,11,11,65,530,539,April,2014
4/30/2014,Fleet & Facilities,R,45 to 59 years,WHITE,M,Under 1 year,Dismissed - DO NOT REHIRE,Involuntary,1,2,19,19,65,530,539,April,2014
5/31/2014,OMB ,R,60 to 74 years,WHITE,F,Under 1 year,Resignation                   ,Voluntary,1,3,16,16,70,528,540,May,2014
6/30/2014,Library,R,45 to 59 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,7,39,41,92,526,537,June,2014
7/31/2014,Civic Innovation & Technology,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,8,8,161,519,530,July,2014
7/31/2014,Commonwealth Attorney         ,NULL,30 to 44 years,WHITE,F,5 to 9.9 years,Resignation                   ,Voluntary,1,1,NULL,NULL,NULL,NULL,NULL,July,2014
7/31/2014,Economic Development ,R,30 to 44 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,2,3,3,161,519,530,July,2014
7/31/2014,Emergency Mgt Agency/MetroSafe,R,30 to 44 years,WHITE,F,Under 1 year,Resignation                   ,Voluntary,1,2,17,17,161,519,530,July,2014
7/31/2014,OMB ,R,45 to 59 years,BLACK,F,Over 20,Normal Retirement             ,Retired,2,4,16,16,161,519,530,July,2014
8/31/2014,Corrections                   ,NULL,30 to 44 years,BLACK,M,5 to 9.9 years,Dismissed - DO NOT REHIRE,Involuntary,1,6,NULL,NULL,NULL,NULL,NULL,August,2014
8/31/2014,Metro Parks & Recreation,R,20 to 29 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,133,48,52,223,509,519,August,2014
8/31/2014,Metro Parks & Recreation,T,20 to 29 years,BLACK,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,4,133,4,52,223,10,519,August,2014
8/31/2014,Metro Parks & Recreation,T,60 to 74 years,BLACK,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,133,4,52,223,10,519,August,2014
8/31/2014,Metro Police,R,45 to 59 years,BLACK,M,Over 20,Normal Retirement             ,Retired,2,10,103,103,223,509,519,August,2014
9/30/2014,Civic Innovation & Technology,R,30 to 44 years,WHITE,M,10 to 14.9 years,Resignation                   ,Voluntary,1,3,8,8,72,494,504,September,2014
9/30/2014,Metro Parks & Recreation,T,Under 20,ASIAN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,21,4,48,72,10,504,September,2014
2/28/2019,Youth Detention Services      ,R,30 to 44 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,1,1,1,43,267,270,February,2019
3/31/2019,Community Services,NULL,45 to 59 years,UNKNOWN,F,1 to 4.9 years,End Temporary Employment      ,Temp/Seasonal,2,19,NULL,NULL,NULL,NULL,NULL,March,2019
4/30/2019,Public Health & Wellness,R,30 to 44 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,3,1,1,67,265,269,April,2019
4/30/2019,PW&A ,R,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,4,26,26,67,265,269,April,2019
4/30/2019,Waterfront Development Corp,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,67,265,269,April,2019
5/31/2019,Belle of Louisville           ,NULL,20 to 29 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,3,NULL,NULL,NULL,NULL,NULL,May,2019
6/30/2019,Louisville Metro EMS,R,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,2,8,4,4,98,257,263,June,2019
6/30/2019,Louisville Metro EMS,R,20 to 29 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,8,4,4,98,257,263,June,2019
6/30/2019,Metro Parks & Recreation,T,20 to 29 years,UNKNOWN,M,1 to 4.9 years,End Temporary Employment      ,Temp/Seasonal,1,6,2,23,98,6,263,June,2019
6/30/2019,Metro Parks & Recreation,T,Under 20,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,6,2,23,98,6,263,June,2019
6/30/2019,Metro Police,R,30 to 44 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,3,12,56,56,98,257,263,June,2019
6/30/2019,Waterfront Development Corp,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,98,257,263,June,2019
7/31/2019,Corrections                   ,R,45 to 59 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,4,1,1,93,257,263,July,2019
7/31/2019,Fleet & Facilities,R,60 to 74 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,2,12,12,93,257,263,July,2019
7/31/2019,Kentuckiana Works Foundation,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,93,257,263,July,2019
7/31/2019,Mayor's Office                ,R,60 to 74 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,1,5,5,93,257,263,July,2019
7/31/2019,Metro Parks & Recreation,R,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,15,21,23,93,257,263,July,2019
7/31/2019,Zoo,T,20 to 29 years,UNKNOWN,M,Under 1 year,Dismissed - Elig for Rehire,Involuntary,1,4,4,19,93,6,263,July,2019
10/31/2014,Fleet & Facilities,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,19,19,225,490,498,October,2014
11/30/2014,Metro Animal Services         ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,94,484,490,November,2014
11/30/2014,Metro Parks & Recreation,T,Under 20,WHITE,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,22,1,45,94,6,490,November,2014
11/30/2014,Metro Police,R,45 to 59 years,WHITE,F,10 to 14.9 years,Failure to Return from Leave  ,Voluntary,1,7,98,98,94,484,490,November,2014
11/30/2014,Public Health & Wellness,R,20 to 29 years,WHITE,F,Under 1 year,Resignation                   ,Voluntary,1,4,1,1,94,484,490,November,2014
11/30/2014,Zoo,T,20 to 29 years,WHITE,F,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,1,9,2,28,94,6,490,November,2014
12/31/2014,County Attorney               ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,4,92,481,486,December,2014
12/31/2014,Metro Animal Services         ,R,30 to 44 years,WHITE,F,1 to 4.9 years,Resignation - DO NOT REHIRE,Voluntary,1,2,1,1,92,481,486,December,2014
12/31/2014,Zoo,R,45 to 59 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,15,26,28,92,481,486,December,2014
1/31/2015,Coroner                       ,R,60 to 74 years,WHITE,M,5 to 9.9 years,Normal Retirement             ,Retired,1,1,3,3,75,474,480,January,2015
1/31/2015,Human Resources,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,4,75,6,480,January,2015
1/31/2015,Metro Police,R,45 to 59 years,BLACK,M,Over 20,Normal Retirement             ,Retired,1,12,97,97,75,474,480,January,2015
2/28/2015,Community Services,R,30 to 44 years,BLACK,F,5 to 9.9 years,Dismissed - Elig for Rehire,Involuntary,1,4,6,6,41,471,477,February,2015
2/28/2015,Fleet & Facilities,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,19,19,41,471,477,February,2015
2/28/2015,Louisville Metro EMS,R,60 to 74 years,WHITE,M,10 to 14.9 years,Resignation                   ,Voluntary,1,2,4,4,41,471,477,February,2015
2/28/2015,Waterfront Development Corp,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,5,41,6,477,February,2015
2/28/2015,Zoo,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,27,41,6,477,February,2015
3/31/2015,Belle of Louisville           ,R,60 to 74 years,WHITE,F,5 to 9.9 years,Normal Retirement             ,Retired,1,1,1,1,67,469,477,March,2015
3/31/2015,Corrections                   ,NULL,20 to 29 years,WHITE,M,Under 1 year,Dismissed Probtn - NO REHIRE,Involuntary,1,6,NULL,NULL,NULL,NULL,NULL,March,2015
