Dept,BIWEEKLY_PAY_PERIOD_END_DATE,LTI,DART,DESCRIPTION,Number_OF_Incidents,HOURS_YOY,LTI_YOY,DART_YOY,OSHA_YOY,LTI_Rate,DART_Rate,OSHA_Rate
PW&A ,8/11/2018,NO,YES,Strain (muscle/tendon),1,99929.3,30,79,102,60.04245001,158.111785,204.14433
Waterfront Development Corp,8/11/2018,NULL,NULL,NULL,0,6914.75,0,0,0,0,0,0
Youth Detention Services      ,8/11/2018,YES,YES,Strain (muscle/tendon),1,4475.75,12,12,19,536.2229794,536.2229794,849.0197174
Zoo,8/11/2018,NULL,NULL,NULL,0,58842.7,1,1,18,3.398892301,3.398892301,61.18006142
Belle of Louisville           ,7/28/2018,NULL,NULL,NULL,0,174,0,0,0,0,0,0
Civic Innovation & Technology,7/28/2018,NULL,NULL,NULL,0,17742,0,0,0,0,0,0
Codes & Regulations,7/28/2018,NO,NO,Strain (muscle/tendon),1,37043.33,4,6,19,21.59633057,32.39449585,102.5825702
Community Services,7/28/2018,NULL,NULL,NULL,0,15062.55,1,2,2,13.27796422,26.55592845,26.55592845
Coroner                       ,7/28/2018,NULL,NULL,NULL,0,11952,0,0,0,0,0,0
Corrections                   ,7/28/2018,NULL,NULL,NULL,0,2587.3,21,34,57,1623.313879,2628.222471,4406.137672
County Attorney               ,7/28/2018,NULL,NULL,NULL,0,5795,0,0,0,0,0,0
Develop Louisville,7/28/2018,NULL,NULL,NULL,0,11086.6,0,1,3,0,18.03979579,54.11938737
Economic Development ,7/28/2018,NULL,NULL,NULL,0,2627.1,0,0,0,0,0,0
Emergency Mgt Agency/MetroSafe,7/28/2018,NULL,NULL,NULL,0,29243.15,0,0,0,0,0,0
Fire & Rescue                 ,7/28/2018,YES,YES,Sprain  (ligament),1,182318.5,34,35,37,37.29736697,38.39434835,40.58831111
Fire & Rescue                 ,7/28/2018,YES,YES,Sprain or Strain,1,182318.5,34,35,37,37.29736697,38.39434835,40.58831111
Fire & Rescue                 ,7/28/2018,YES,YES,Wound from a weapon,1,182318.5,34,35,37,37.29736697,38.39434835,40.58831111
Fleet & Facilities,7/28/2018,NO,YES,Insect Sting,1,37498.35,10,14,19,53.3356801,74.66995214,101.3377922
Fleet & Facilities,7/28/2018,NO,YES,Poisoning - animal / insect,1,37498.35,10,14,19,53.3356801,74.66995214,101.3377922
Human Relations Commission    ,7/28/2018,NULL,NULL,NULL,0,4040.7,0,0,1,0,0,49.49637439
Human Resources,7/28/2018,NULL,NULL,NULL,0,5004.7,0,0,0,0,0,0
Kentuckiana Works Foundation,7/28/2018,NULL,NULL,NULL,0,1961.3,0,0,0,0,0,0
Library,7/28/2018,NO,YES,NULL,1,79787.3,0,1,2,0,2.506664594,5.013329189
Louisville Metro Council      ,7/28/2018,NULL,NULL,NULL,0,21240.5,0,0,0,0,0,0
Louisville Metro EMS,7/28/2018,NO,NO,"Scratches, abrasions-superficial",1,7190.1,31,62,98,862.2967692,1724.593538,2725.970432
Louisville Metro EMS,7/28/2018,NO,YES,Strain (muscle/tendon),2,7190.1,31,62,98,862.2967692,1724.593538,2725.970432
Mayor's Office                ,7/28/2018,NULL,NULL,NULL,0,10418.8,0,0,0,0,0,0
Metro Animal Services         ,7/28/2018,NULL,NULL,NULL,0,1992,1,4,18,100.4016064,401.6064257,1807.228916
Metro Parks & Recreation,7/28/2018,NO,NO,Eye Injury,1,80087.5,8,20,28,19.9781489,49.94537225,69.92352115
Metro Parks & Recreation,7/28/2018,NO,NO,Insect Bite,1,80087.5,8,20,28,19.9781489,49.94537225,69.92352115
Metro Parks & Recreation,7/28/2018,YES,YES,Multiple injuries,1,80087.5,8,20,28,19.9781489,49.94537225,69.92352115
Metro Parks & Recreation,7/28/2018,YES,YES,Multiple natures,1,80087.5,8,20,28,19.9781489,49.94537225,69.92352115
Metro Parks & Recreation,7/28/2018,NO,NO,Poisoning - Chemical,1,80087.5,8,20,28,19.9781489,49.94537225,69.92352115
Metro Police,7/28/2018,NO,NO,Animal Bite,1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,NO,NO,Bite,1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,NO,NO,"Contact dermatitis (Rash, Poison Ivy)",1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,NO,NO,Cut or Laceration,1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,NO,NO,"Cut, laceration or scratches",1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,NO,YES,"Electric Shock, electrocution",1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,YES,YES,Fracture,2,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,NO,YES,Fracture,1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,NO,NO,Inflamation,1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,NO,YES,Multiple injuries,1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,YES,YES,Multiple injuries,1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,NO,YES,Multiple natures,1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,YES,YES,Multiple natures,1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,NO,YES,Other,1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,NO,YES,Sprain  (ligament),1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,YES,YES,Sprain  (ligament),1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,YES,YES,Sprain or Strain,1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,NO,YES,Sprain or Strain,1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
Metro Police,7/28/2018,NO,YES,Tear of muscle/tendon/ligament,1,201267.75,53,91,128,52.66616236,90.42680708,127.1937506
OMB ,7/28/2018,NULL,NULL,NULL,0,27524.8,0,1,2,0,7.266174504,14.53234901
Parking Authority of River Cty,7/28/2018,NULL,NULL,NULL,0,7173.7,0,1,1,0,27.87961582,27.87961582
Public Health & Wellness,7/28/2018,YES,YES,Strain (muscle/tendon),1,4535.9,1,2,2,44.09268282,88.18536564,88.18536564
PW&A ,7/28/2018,NO,YES,NULL,1,100275.25,28,79,102,55.84628311,157.5662988,203.4400313
PW&A ,7/28/2018,NO,YES,Contusion/Bruise,1,100275.25,28,79,102,55.84628311,157.5662988,203.4400313
PW&A ,7/28/2018,NO,YES,Fracture,1,100275.25,28,79,102,55.84628311,157.5662988,203.4400313
PW&A ,7/28/2018,YES,YES,Other,3,100275.25,28,79,102,55.84628311,157.5662988,203.4400313
PW&A ,7/28/2018,NO,YES,Other,1,100275.25,28,79,102,55.84628311,157.5662988,203.4400313
PW&A ,7/28/2018,YES,YES,Strain (muscle/tendon),1,100275.25,28,79,102,55.84628311,157.5662988,203.4400313
Waterfront Development Corp,7/28/2018,NULL,NULL,NULL,0,7112.75,0,0,0,0,0,0
Youth Detention Services      ,7/28/2018,NULL,NULL,NULL,0,4618.35,11,11,18,476.360605,476.360605,779.4991718
Zoo,7/28/2018,NO,NO,Strain (muscle/tendon),1,59105.3,1,1,20,3.383791301,3.383791301,67.67582603
Belle of Louisville           ,7/14/2018,NULL,NULL,NULL,0,186,0,0,0,0,0,0
Civic Innovation & Technology,7/14/2018,NULL,NULL,NULL,0,18643.3,0,0,0,0,0,0
Codes & Regulations,7/14/2018,NO,YES,Sprain  (ligament),1,37259.98,4,6,18,21.47075763,32.20613645,96.61840935
Codes & Regulations,7/14/2018,NO,YES,Sprain or Strain,1,37259.98,4,6,18,21.47075763,32.20613645,96.61840935
Community Services,7/14/2018,NULL,NULL,NULL,0,14998.6,1,2,2,13.33457789,26.66915579,26.66915579
Coroner                       ,7/14/2018,NULL,NULL,NULL,0,11872,0,0,0,0,0,0
Corrections                   ,7/14/2018,NO,NO,Cut or Laceration,1,2501,21,35,61,1679.328269,2798.880448,4878.04878
Corrections                   ,7/14/2018,NO,NO,"Cut, laceration or scratches",1,2501,21,35,61,1679.328269,2798.880448,4878.04878
Corrections                   ,7/14/2018,YES,YES,Sprain  (ligament),1,2501,21,35,61,1679.328269,2798.880448,4878.04878
Corrections                   ,7/14/2018,YES,YES,Sprain or Strain,1,2501,21,35,61,1679.328269,2798.880448,4878.04878
County Attorney               ,7/14/2018,NULL,NULL,NULL,0,5750,0,0,0,0,0,0
Develop Louisville,7/14/2018,NULL,NULL,NULL,0,11187.8,0,1,3,0,17.8766156,53.6298468
Economic Development ,7/14/2018,NULL,NULL,NULL,0,2707.1,0,0,0,0,0,0
Emergency Mgt Agency/MetroSafe,7/14/2018,NULL,NULL,NULL,0,29419.7,0,0,0,0,0,0
Fire & Rescue                 ,7/14/2018,YES,YES,Strain (muscle/tendon),1,184314.5,35,36,38,37.97856381,39.06366564,41.23386928
Fire & Rescue                 ,7/14/2018,NO,NO,Tendonitis,1,184314.5,35,36,38,37.97856381,39.06366564,41.23386928
Fleet & Facilities,7/14/2018,NULL,NULL,NULL,0,37757.6,12,15,21,63.56336208,79.4542026,111.2358836
Human Relations Commission    ,7/14/2018,NULL,NULL,NULL,0,4050.5,0,0,1,0,0,49.37662017
Human Resources,7/14/2018,NULL,NULL,NULL,0,5007.1,0,0,0,0,0,0
Kentuckiana Works Foundation,7/14/2018,NULL,NULL,NULL,0,1961.3,0,0,0,0,0,0
Library,7/14/2018,NULL,NULL,NULL,0,80229.8,0,0,1,0,0,2.492839319
Louisville Metro Council      ,7/14/2018,NULL,NULL,NULL,0,22100.9,0,0,0,0,0,0
Louisville Metro EMS,7/14/2018,YES,YES,Sprain  (ligament),1,7282.6,33,65,104,906.2697388,1785.076758,2856.122813
Louisville Metro EMS,7/14/2018,YES,YES,Sprain or Strain,1,7282.6,33,65,104,906.2697388,1785.076758,2856.122813
Mayor's Office                ,7/14/2018,NULL,NULL,NULL,0,10987.2,0,0,0,0,0,0
Metro Animal Services         ,7/14/2018,NULL,NULL,NULL,0,1992,1,4,18,100.4016064,401.6064257,1807.228916
Metro Parks & Recreation,7/14/2018,NO,YES,Crushing,1,80440.45,7,22,28,17.40417912,54.69884865,69.61671647
Metro Parks & Recreation,7/14/2018,NO,YES,Cumulative Injury,1,80440.45,7,22,28,17.40417912,54.69884865,69.61671647
Metro Parks & Recreation,7/14/2018,YES,YES,Heat Illness,1,80440.45,7,22,28,17.40417912,54.69884865,69.61671647
Metro Parks & Recreation,7/14/2018,NO,YES,Sprain  (ligament),1,80440.45,7,22,28,17.40417912,54.69884865,69.61671647
Metro Parks & Recreation,7/14/2018,NO,YES,Sprain or Strain,1,80440.45,7,22,28,17.40417912,54.69884865,69.61671647
Metro Police,7/14/2018,YES,YES,Carpal Tunnel,1,204251.25,51,84,119,49.93849487,82.25163861,116.5231547
Metro Police,7/14/2018,NO,YES,Exhaustion,1,204251.25,51,84,119,49.93849487,82.25163861,116.5231547
Metro Police,7/14/2018,YES,YES,Heat Illness,1,204251.25,51,84,119,49.93849487,82.25163861,116.5231547
Metro Police,7/14/2018,YES,YES,Inflamation,1,204251.25,51,84,119,49.93849487,82.25163861,116.5231547
Metro Police,7/14/2018,YES,YES,Multiple injuries,1,204251.25,51,84,119,49.93849487,82.25163861,116.5231547
Metro Police,7/14/2018,YES,YES,Multiple natures,1,204251.25,51,84,119,49.93849487,82.25163861,116.5231547
Metro Police,7/14/2018,YES,YES,Strain (muscle/tendon),1,204251.25,51,84,119,49.93849487,82.25163861,116.5231547
Metro Police,7/14/2018,NO,YES,Strain (muscle/tendon),1,204251.25,51,84,119,49.93849487,82.25163861,116.5231547
OMB ,7/14/2018,NULL,NULL,NULL,0,27794.3,0,1,2,0,7.195719986,14.39143997
Parking Authority of River Cty,7/14/2018,NULL,NULL,NULL,0,7207.7,0,1,2,0,27.74810272,55.49620545
Public Health & Wellness,7/14/2018,NO,YES,Strain (muscle/tendon),1,4541.6,0,1,1,0,44.03734367,44.03734367
PW&A ,7/14/2018,YES,YES,Hyperextension,1,100223.85,26,75,99,51.88385798,149.664975,197.5577669
PW&A ,7/14/2018,NO,YES,Strain (muscle/tendon),1,100223.85,26,75,99,51.88385798,149.664975,197.5577669
Waterfront Development Corp,7/14/2018,NULL,NULL,NULL,0,7347.25,0,0,0,0,0,0
Youth Detention Services      ,7/14/2018,NULL,NULL,NULL,0,4669.45,12,12,19,513.9791624,513.9791624,813.8003405
Zoo,7/14/2018,YES,YES,Sprain  (ligament),1,59308.7,1,1,23,3.372186543,3.372186543,77.56029048
Zoo,7/14/2018,YES,YES,Sprain or Strain,1,59308.7,1,1,23,3.372186543,3.372186543,77.56029048
Civic Innovation & Technology,6/30/2018,NULL,NULL,NULL,0,19262.1,0,0,1,0,0,10.38308388
Codes & Regulations,6/30/2018,NO,YES,Contusion/Bruise,1,37433.43,4,5,18,21.37127161,26.71408952,96.17072227
Codes & Regulations,6/30/2018,YES,YES,Sprain  (ligament),1,37433.43,4,5,18,21.37127161,26.71408952,96.17072227
Codes & Regulations,6/30/2018,YES,YES,Sprain or Strain,1,37433.43,4,5,18,21.37127161,26.71408952,96.17072227
Community Services,6/30/2018,YES,YES,Sprain  (ligament),1,15012.4,1,2,2,13.32232022,26.64464043,26.64464043
Community Services,6/30/2018,YES,YES,Sprain or Strain,1,15012.4,1,2,2,13.32232022,26.64464043,26.64464043
Coroner                       ,6/30/2018,NULL,NULL,NULL,0,11876,0,0,0,0,0,0
Corrections                   ,6/30/2018,YES,YES,Crushing,1,2430.4,20,35,60,1645.819618,2880.184332,4937.458855
Corrections                   ,6/30/2018,YES,YES,Cumulative Injury,1,2430.4,20,35,60,1645.819618,2880.184332,4937.458855
Corrections                   ,6/30/2018,NO,YES,Multiple injuries,1,2430.4,20,35,60,1645.819618,2880.184332,4937.458855
Corrections                   ,6/30/2018,NO,YES,Multiple natures,1,2430.4,20,35,60,1645.819618,2880.184332,4937.458855
County Attorney               ,6/30/2018,NULL,NULL,NULL,0,5705,0,0,0,0,0,0
Develop Louisville,6/30/2018,NULL,NULL,NULL,0,11362.7,0,1,3,0,17.60145036,52.80435108
Economic Development ,6/30/2018,NULL,NULL,NULL,0,2763.1,0,0,0,0,0,0
Emergency Mgt Agency/MetroSafe,6/30/2018,NULL,NULL,NULL,0,29753.35,0,0,1,0,0,6.721932152
Fire & Rescue                 ,6/30/2018,NULL,NULL,NULL,0,186069.5,38,39,40,40.8449531,41.91982028,42.99468747
Fleet & Facilities,6/30/2018,YES,YES,Contusion/Bruise,1,38116.75,12,15,22,62.96444477,78.70555596,115.4348154
Fleet & Facilities,6/30/2018,NO,NO,Cut or Laceration,1,38116.75,12,15,22,62.96444477,78.70555596,115.4348154
Fleet & Facilities,6/30/2018,NO,NO,"Cut, laceration or scratches",1,38116.75,12,15,22,62.96444477,78.70555596,115.4348154
Fleet & Facilities,6/30/2018,NO,YES,Strain (muscle/tendon),1,38116.75,12,15,22,62.96444477,78.70555596,115.4348154
Human Relations Commission    ,6/30/2018,NULL,NULL,NULL,0,4071.2,0,0,1,0,0,49.12556494
Human Resources,6/30/2018,NULL,NULL,NULL,0,5054.1,0,0,0,0,0,0
Kentuckiana Works Foundation,6/30/2018,NULL,NULL,NULL,0,1951.6,0,0,0,0,0,0
Library,6/30/2018,NULL,NULL,NULL,0,80675.4,0,0,1,0,0,2.479070448
Louisville Metro Council      ,6/30/2018,NULL,NULL,NULL,0,22821.6,0,0,0,0,0,0
Louisville Metro EMS,6/30/2018,NO,YES,Sprain  (ligament),1,7390.4,34,67,111,920.1125785,1813.163022,3003.896947
Louisville Metro EMS,6/30/2018,NO,YES,Sprain or Strain,1,7390.4,34,67,111,920.1125785,1813.163022,3003.896947
Mayor's Office                ,6/30/2018,NULL,NULL,NULL,0,11356.4,0,0,0,0,0,0
Metro Animal Services         ,6/30/2018,NO,NO,Animal Bite,1,1992,1,4,18,100.4016064,401.6064257,1807.228916
Metro Animal Services         ,6/30/2018,NO,NO,Bite,1,1992,1,4,18,100.4016064,401.6064257,1807.228916
Metro Animal Services         ,6/30/2018,NO,NO,"Scratches, abrasions-superficial",1,1992,1,4,18,100.4016064,401.6064257,1807.228916
Metro Parks & Recreation,6/30/2018,YES,YES,Strain (muscle/tendon),1,80836.05,8,22,28,19.79314922,54.43116035,69.27602227
Metro Police,6/30/2018,NO,NO,Multiple injuries,1,206587.25,52,86,121,50.34192575,83.25780028,117.1417888
Metro Police,6/30/2018,NO,NO,Multiple natures,1,206587.25,52,86,121,50.34192575,83.25780028,117.1417888
Metro Police,6/30/2018,NO,YES,Other,1,206587.25,52,86,121,50.34192575,83.25780028,117.1417888
Metro Police,6/30/2018,NO,YES,Sudden Illness,1,206587.25,52,86,121,50.34192575,83.25780028,117.1417888
OMB ,6/30/2018,NULL,NULL,NULL,0,27921,0,1,2,0,7.163067225,14.32613445
Parking Authority of River Cty,6/30/2018,NULL,NULL,NULL,0,7259.7,0,1,2,0,27.54934777,55.09869554
Public Health & Wellness,6/30/2018,NULL,NULL,NULL,0,4550.8,0,0,0,0,0,0
PW&A ,6/30/2018,YES,YES,Sprain  (ligament),1,100677.5,27,76,102,53.63661195,150.9771299,202.6272007
PW&A ,6/30/2018,YES,YES,Sprain or Strain,1,100677.5,27,76,102,53.63661195,150.9771299,202.6272007
PW&A ,6/30/2018,NO,YES,Strain (muscle/tendon),3,100677.5,27,76,102,53.63661195,150.9771299,202.6272007
PW&A ,6/30/2018,YES,YES,Strain (muscle/tendon),1,100677.5,27,76,102,53.63661195,150.9771299,202.6272007
PW&A ,6/30/2018,YES,YES,Sudden Illness,1,100677.5,27,76,102,53.63661195,150.9771299,202.6272007
Waterfront Development Corp,6/30/2018,NULL,NULL,NULL,0,7498.25,0,0,0,0,0,0
Youth Detention Services      ,6/30/2018,NULL,NULL,NULL,0,4829.45,13,13,20,538.3635818,538.3635818,828.2516643
Zoo,6/30/2018,NULL,NULL,NULL,0,59368.9,0,0,22,0,0,74.11287728
Civic Innovation & Technology,6/16/2018,NULL,NULL,NULL,0,19610.4,0,0,1,0,0,10.19867009
Codes & Regulations,6/16/2018,YES,YES,Sprain  (ligament),1,37205.8,3,3,17,16.12651791,16.12651791,91.38360148
Codes & Regulations,6/16/2018,NO,NO,Sprain  (ligament),2,37205.8,3,3,17,16.12651791,16.12651791,91.38360148
Codes & Regulations,6/16/2018,YES,YES,Sprain or Strain,1,37205.8,3,3,17,16.12651791,16.12651791,91.38360148
Codes & Regulations,6/16/2018,NO,NO,Sprain or Strain,2,37205.8,3,3,17,16.12651791,16.12651791,91.38360148
Community Services,6/16/2018,NULL,NULL,NULL,0,15012.05,0,1,1,0,13.32263082,13.32263082
Coroner                       ,6/16/2018,NULL,NULL,NULL,0,11700,0,0,0,0,0,0
Corrections                   ,6/16/2018,YES,YES,Bloodborne Disease,1,2338.1,20,34,60,1710.790813,2908.344382,5132.372439
Corrections                   ,6/16/2018,YES,YES,Bloodborne Pathogen Exposure,1,2338.1,20,34,60,1710.790813,2908.344382,5132.372439
Corrections                   ,6/16/2018,NO,YES,Other,1,2338.1,20,34,60,1710.790813,2908.344382,5132.372439
Corrections                   ,6/16/2018,NO,YES,Sprain  (ligament),1,2338.1,20,34,60,1710.790813,2908.344382,5132.372439
Corrections                   ,6/16/2018,NO,YES,Sprain or Strain,1,2338.1,20,34,60,1710.790813,2908.344382,5132.372439
County Attorney               ,6/16/2018,NULL,NULL,NULL,0,5660,0,0,0,0,0,0
Develop Louisville,6/16/2018,NULL,NULL,NULL,0,11490.9,0,1,3,0,17.40507706,52.21523118
Economic Development ,6/16/2018,NULL,NULL,NULL,0,2835.1,0,0,0,0,0,0
Emergency Mgt Agency/MetroSafe,6/16/2018,NULL,NULL,NULL,0,30096.85,0,0,1,0,0,6.645213702
Fire & Rescue                 ,6/16/2018,YES,YES,Contusion/Bruise,1,187405,39,40,41,41.62108802,42.6882954,43.75550279
Fleet & Facilities,6/16/2018,YES,YES,Cut or Laceration,1,38426.8,12,14,21,62.45641063,72.8658124,109.2987186
Fleet & Facilities,6/16/2018,YES,YES,"Cut, laceration or scratches",1,38426.8,12,14,21,62.45641063,72.8658124,109.2987186
Human Relations Commission    ,6/16/2018,NULL,NULL,NULL,0,4060.4,0,0,1,0,0,49.25623091
Human Resources,6/16/2018,NULL,NULL,NULL,0,5112.2,0,0,0,0,0,0
Kentuckiana Works Foundation,6/16/2018,NULL,NULL,NULL,0,1942.3,0,0,0,0,0,0
Library,6/16/2018,NULL,NULL,NULL,0,81207.2,0,0,1,0,0,2.462835808
Louisville Metro Council      ,6/16/2018,NULL,NULL,NULL,0,23646.8,0,0,0,0,0,0
Louisville Metro EMS,6/16/2018,NO,NO,Bloodborne Disease,2,7397.3,36,68,113,973.3281062,1838.508645,3055.168778
Louisville Metro EMS,6/16/2018,NO,NO,Bloodborne Pathogen Exposure,2,7397.3,36,68,113,973.3281062,1838.508645,3055.168778
Louisville Metro EMS,6/16/2018,NO,YES,Contusion/Bruise,1,7397.3,36,68,113,973.3281062,1838.508645,3055.168778
Louisville Metro EMS,6/16/2018,NO,NO,Other,2,7397.3,36,68,113,973.3281062,1838.508645,3055.168778
Louisville Metro EMS,6/16/2018,YES,YES,Sprain  (ligament),1,7397.3,36,68,113,973.3281062,1838.508645,3055.168778
Louisville Metro EMS,6/16/2018,YES,YES,Sprain or Strain,1,7397.3,36,68,113,973.3281062,1838.508645,3055.168778
Louisville Metro EMS,6/16/2018,NO,YES,Strain (muscle/tendon),2,7397.3,36,68,113,973.3281062,1838.508645,3055.168778
Mayor's Office                ,6/16/2018,NULL,NULL,NULL,0,11926,0,0,0,0,0,0
Metro Animal Services         ,6/16/2018,NO,NO,Animal Bite,2,1992,1,4,16,100.4016064,401.6064257,1606.425703
Metro Animal Services         ,6/16/2018,NO,YES,Animal Bite,1,1992,1,4,16,100.4016064,401.6064257,1606.425703
Metro Animal Services         ,6/16/2018,NO,NO,Bite,2,1992,1,4,16,100.4016064,401.6064257,1606.425703
Metro Animal Services         ,6/16/2018,NO,YES,Bite,1,1992,1,4,16,100.4016064,401.6064257,1606.425703
Metro Animal Services         ,6/16/2018,NO,NO,Cut or Laceration,1,1992,1,4,16,100.4016064,401.6064257,1606.425703
Metro Animal Services         ,6/16/2018,NO,NO,"Cut, laceration or scratches",1,1992,1,4,16,100.4016064,401.6064257,1606.425703
Metro Animal Services         ,6/16/2018,NO,NO,"Scratches, abrasions-superficial",1,1992,1,4,16,100.4016064,401.6064257,1606.425703
Metro Parks & Recreation,6/16/2018,NULL,NULL,NULL,0,81493.85,8,22,29,19.63338338,53.99180429,71.17101475
Metro Police,6/16/2018,YES,YES,Animal Bite,1,209635.25,54,88,126,51.51805338,83.95534625,120.2087912
Metro Police,6/16/2018,YES,YES,Bite,1,209635.25,54,88,126,51.51805338,83.95534625,120.2087912
Metro Police,6/16/2018,NO,YES,Other,1,209635.25,54,88,126,51.51805338,83.95534625,120.2087912
Metro Police,6/16/2018,NO,YES,Sudden Illness,1,209635.25,54,88,126,51.51805338,83.95534625,120.2087912
OMB ,6/16/2018,NULL,NULL,NULL,0,28065.5,0,1,2,0,7.126186956,14.25237391
Parking Authority of River Cty,6/16/2018,NULL,NULL,NULL,0,7361.2,0,1,2,0,27.16948324,54.33896647
Public Health & Wellness,6/16/2018,NULL,NULL,NULL,0,4548.4,0,0,0,0,0,0
PW&A ,6/16/2018,NO,YES,Contusion/Bruise,1,100976.95,25,73,99,49.51625099,144.5874529,196.0843539
PW&A ,6/16/2018,NO,YES,Other,1,100976.95,25,73,99,49.51625099,144.5874529,196.0843539
PW&A ,6/16/2018,NO,YES,Strain (muscle/tendon),4,100976.95,25,73,99,49.51625099,144.5874529,196.0843539
PW&A ,6/16/2018,YES,YES,Sudden Illness,1,100976.95,25,73,99,49.51625099,144.5874529,196.0843539
Waterfront Development Corp,6/16/2018,NULL,NULL,NULL,0,7688.75,0,0,0,0,0,0
Youth Detention Services      ,6/16/2018,YES,YES,Inflamation,1,4894.5,14,14,21,572.0706916,572.0706916,858.1060374
Zoo,6/16/2018,NULL,NULL,NULL,0,59369.85,0,0,22,0,0,74.11169137
Civic Innovation & Technology,6/2/2018,NULL,NULL,NULL,0,20431,0,0,1,0,0,9.789046057
Codes & Regulations,6/2/2018,NULL,NULL,NULL,0,37094.95,2,2,15,10.78313894,10.78313894,80.87354209
Community Services,6/2/2018,NULL,NULL,NULL,0,15131.25,0,1,1,0,13.21767865,13.21767865
Coroner                       ,6/2/2018,NULL,NULL,NULL,0,11540,0,0,0,0,0,0
Corrections                   ,6/2/2018,NO,NO,Contusion/Bruise,1,2271.6,21,33,60,1848.917063,2905.441099,5282.62018
Corrections                   ,6/2/2018,YES,YES,Cut or Laceration,1,2271.6,21,33,60,1848.917063,2905.441099,5282.62018
Corrections                   ,6/2/2018,YES,YES,"Cut, laceration or scratches",1,2271.6,21,33,60,1848.917063,2905.441099,5282.62018
Corrections                   ,6/2/2018,NO,NO,Human Bite,1,2271.6,21,33,60,1848.917063,2905.441099,5282.62018
Corrections                   ,6/2/2018,NO,NO,Infection,1,2271.6,21,33,60,1848.917063,2905.441099,5282.62018
County Attorney               ,6/2/2018,NULL,NULL,NULL,0,5605,0,0,0,0,0,0
Develop Louisville,6/2/2018,NO,NO,Strain (muscle/tendon),1,11556.7,0,1,3,0,17.30597835,51.91793505
Economic Development ,6/2/2018,NULL,NULL,NULL,0,2921.4,0,0,0,0,0,0
Emergency Mgt Agency/MetroSafe,6/2/2018,NULL,NULL,NULL,0,30477.05,0,0,1,0,0,6.562314922
Fire & Rescue                 ,6/2/2018,NULL,NULL,NULL,0,189156,39,40,42,41.23580537,42.29313371,44.4077904
Fleet & Facilities,6/2/2018,NULL,NULL,NULL,0,38806.45,12,14,23,61.8453891,72.15295395,118.5369958
Human Relations Commission    ,6/2/2018,NULL,NULL,NULL,0,4067.9,0,0,1,0,0,49.16541705
Human Resources,6/2/2018,NULL,NULL,NULL,0,5155.6,0,0,0,0,0,0
Kentuckiana Works Foundation,6/2/2018,NULL,NULL,NULL,0,1927.3,0,0,0,0,0,0
Library,6/2/2018,NULL,NULL,NULL,0,81505.9,0,0,1,0,0,2.453810092
Louisville Metro Council      ,6/2/2018,NULL,NULL,NULL,0,24252.5,0,0,0,0,0,0
Louisville Metro EMS,6/2/2018,NO,YES,Strain (muscle/tendon),1,7386.9,35,65,109,947.6234956,1759.872206,2951.170315
Mayor's Office                ,6/2/2018,NULL,NULL,NULL,0,12507.6,0,0,0,0,0,0
Metro Animal Services         ,6/2/2018,NULL,NULL,NULL,0,2016,1,4,12,99.20634921,396.8253968,1190.47619
Metro Parks & Recreation,6/2/2018,NO,YES,Insect Bite,1,81927.3,8,25,34,19.5295097,61.02971781,83.00041622
Metro Parks & Recreation,6/2/2018,NO,YES,Poisoning - Chemical,1,81927.3,8,25,34,19.5295097,61.02971781,83.00041622
Metro Parks & Recreation,6/2/2018,NO,NO,Strain (muscle/tendon),1,81927.3,8,25,34,19.5295097,61.02971781,83.00041622
Metro Police,6/2/2018,NO,NO,Bloodborne Disease,1,212644.5,54,92,132,50.7889929,86.52939531,124.1508715
Metro Police,6/2/2018,NO,NO,Bloodborne Pathogen Exposure,1,212644.5,54,92,132,50.7889929,86.52939531,124.1508715
Metro Police,6/2/2018,YES,YES,Contusion/Bruise,1,212644.5,54,92,132,50.7889929,86.52939531,124.1508715
